,UNKNOWN,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,CAMK1,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK4,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIM1,NLK,OSR1,p38-alpha,p38-beta,p38-delta,p38-gamma,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFCDPK1(P.falciparum),PFPK5(P.falciparum),PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PKNB(M.tuberculosis),PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SgK110,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VRK2,WEE1,WEE2,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70
PKC-412,35.2173913,91.24,0,0,0,0,0,0,0,0,0,0,34.48,39.06,10.2,64.94,73.53,52.08,0,92.42,0,0,80.65,88.97,74.63,44.64,69.44,50,0,0,0,0,0,0,29.41,43.48,0,20,42.74,21.74,96.15,70.42,93.28,78.13,0,79.37,87.26,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,0,58.82,36.76,12.2,54.95,60.24,5.43,0,0,0,0,0,0,0,0,0,0,9.62,35.97,21.74,0,0,0,6.49,0,0,11.63,0,20.83,9.62,83.33,60.24,0,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,0,0,13.89,0,0,0,0,0,0,17.86,0,29.41,0,23.81,17.24,22.73,0,40.65,52.63,97.85,42.74,17.24,19.23,56.82,92.76,85.47,81.97,91.24,16.67,21.74,40.98,0,13.89,17.86,34.48,19.23,67.57,7.81,0,11.63,7.35,75.76,0,0,0,73.53,0,0,42.74,0,84.18,97.66,10.2,9.09,12.2,69.44,31.25,18.52,64.1,0,0,58.82,45.87,46.73,14.29,10.64,15.15,0,0,0,78.13,70.42,0,16.67,80.65,43.48,31.25,0,0,74.63,83.33,95.97,57.47,72.46,0,0,8.62,9.43,0,7.14,64.1,14.71,42.02,74.63,0,0,34.48,17.86,97.09,38.76,96.71,0,0,92.59,0,69.44,0,0,0,0,20,0,43.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,13.16,73.53,0,0,0,0,0,0,56.82,81.97,72.46,34.48,0,0,0,35.71,26.32,0,46.73,0,0,0,0,0,47.17,13.89,47.17,61.73,0,64.94,0,40.98,67.57,0,98.17,97.09,0,0,0,0,88.34,60.98,48.08,63.29,0,35.21,0,7.35,13.51,66.67,87.11,6.76,34.25,90.09,43.1,83.61,0,58.82,29.41,83.75,54.35,0,0,0,9.62,6.02,17.86,53.76,65.79,0,67.57,0,42.02,0,40.32,40.65,0,25,0,27.78,0,0,26.32,75.76,47.17,69.44,88.81,0,29.41,0,92.25,60.24,86.21,64.1,72.46,0,0,0,85.03,79.37,0,0,0,98.17,0,0,0,0,26.32,20.83,0,0,23.81,85.76,80.65,0,56.82,61.73,22.73,0,9.43,58.82,0,66.67,0,0,0,0,27.78,13.51,0,9.8,0,17.24,0,0,34.48,21.74,97.09,0,16.13
PLX-4720,44.34782609,0,52.08,17.86,15.63,0,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,16.67,0,0,31.25,0,13.89,0,0,60.24,91.24,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,7.04,16.13,0,0,15.63,18.52,0,0,0,0,0,10.87,0,0,0,0,0,0,0,5.81,0,16.67,17.24,10.87,0,0,0,0,0,0,0,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.76,0,0,0,0,0,0,0,0,0,0,0,0,12.2,8.62,13.89,0,0,88.97,20.83,27.78,0,20.83,17.86,0,27.78,0,0,0,0,0,15.63,8.33,9.09,4.9,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.53,0,0,21.74,17.24,44.64,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,13.51,0,0,0,0,0,0,0,47.62,31.25,0,72.46,99.97,0,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,0,0,0,0,0,72.46,9.09,0,0,0,0,0,0,0,0,11.36,0,0,0,0,26.32,0,0,0,0,0,0,0,0,72.46,71.43,0,99.66,0,0,0,0,0,0,0,0,0,0,0,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63,0,0,39.37,0,8.93,53.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,49.02,20.83,8.93,0,0,9.62,95.97,0,0,0,20.83,0,0,14.71,0,0,0,0,0,0,0,0,25,0,35.97,0,0,0,0,16.67,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,21.74,0,0,92.42,0
PP242,73.91304348,23.81,76.92,87.87,29.41,99.21,89.61,96.53,98.5,99.42,13.51,12.5,0,0,16.13,31.25,0,0,16.13,0,0,0,0,0,0,29.41,7.69,67.57,88.65,99.58,84.89,42.74,36.23,33.33,97.28,92.25,13.51,0,25,0,8.2,0,0,0,0,0,11.63,23.81,0,0,0,16.67,0,0,6.41,5.49,0,8.33,7.35,0,0,0,0,0,0,14.71,0,35.46,33.33,0,38.46,13.16,20,58.14,20,60.98,94.16,11.36,14.29,16.13,29.41,34.72,0,83.75,84.18,92.42,0,0,37.88,40.32,7.58,0,78.13,0,0,13.51,17.86,0,89.45,17.24,0,83.47,44.64,56.18,33.78,13.89,70.42,0,66.67,20.83,47.17,0,0,5.26,14.71,80.65,0,0,0,0,0,0,0,0,0,0,0,46.73,70.42,43.1,31.25,75.76,29.41,25,67.57,46.73,62.5,60.98,0,34.97,0,26.32,0,0,72.46,62.5,58.82,79.37,18.52,19.23,0,0,0,0,0,0,0,0,11.9,33.33,10.42,0,62.5,11.9,97.85,85.32,0,0,0,58.14,0,11.11,71.43,0,0,0,86.66,63.29,26.32,47.17,0,0,16.67,0,36.5,43.86,0,83.33,0,27.78,0,0,0,0,7.46,0,0,0,90.74,70.42,84.46,38.17,98.56,0,74.63,9.62,0,73.53,0,6.94,37.88,58.14,14.71,0,0,0,0,0,0,16.13,0,11.9,99.4,0,60.24,0,0,37.59,19.23,0,0,0,0,0,0,0,0,0,0,0,0,51.02,0,0,0,0,0,0,13.51,0,33.33,31.25,49.02,0,0,0,69.44,86.51,0,50.51,0,0,0,0,39.68,69.44,76.92,76.92,80.65,94.16,92.25,34.72,25,67.57,14.29,0,96.53,0,39.06,11.9,0,0,0,0,14.71,0,26.32,16.67,87.72,0,98.23,38.17,0,0,0,0,0,0,49.02,18.52,0,0,0,14.71,0,99.05,0,5.21,0,0,86.66,63.29,49.5,0,0,29.41,0,88.5,0,25,19.23,0,71.43,0,0,45.05,6.41,9.43,0,0,0,60.98,49.02,85.62,12.2,0,69.44,0,0,0,0,11.11,10,50,0,0,0,23.81,79.37,56.18,50.51,0,0,62.5,83.33,66.67,0,18.52,0,0,64.94,29.41,4.95,36.23,5.49,15.15,0,0,0,44.25,60.24,64.1,12.82,0,0,9.26,4.81,29.41,0,0,0,42.02,26.32,0,75.76,0,98.99,21.74,0
Quizartinib (AC220),-2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.06,31.25,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,5.21,11.9,0,0,0,0,0,29.41,0,0,0,0,0,0,0,0,64.94,0,0,0,0,0,0,0,0,0,92.42,99.74,92.42,21.74,0,0,0,0,0,0,0,0,0,0,0,0,60.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.05,0,0,16.67,0,0,0,19.23,0,0,8.06,0,0,0,0,0,0,0,0,0,16.67,53.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,54.95,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.85,98.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.43,0,0,0,35.97,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,13.51,0,0,0,15.15,0,0,0,17.86,44.64,47.62,0,0,0,0,0,0,0,0,0,0,85.18,0,0,0,0,0,0,0,0,20,0,0
R406,7.391304348,54.95,48.54,59.52,40.98,9.43,31.25,0,0,0,31.25,88.65,0,0,0,67.57,62.5,40,60.24,86.96,0,0,75.76,81.97,92.42,85.91,20.83,95.24,0,40.98,0,73.53,67.57,58.14,0,0,72.46,68.49,71.43,52.08,31.25,0,14.29,35.21,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,19.23,7.81,0,0,16.67,0,53.19,29.41,23.81,20.83,58.14,94.16,75.76,0,0,0,0,0,0,0,88.65,97.28,0,90.09,88.97,97.47,0,0,45.45,98.17,92.08,0,0,0,93.98,98.19,65.79,0,51.55,62.5,0,88.18,78.13,58.14,76.92,36.76,80.65,92.76,27.78,56.18,36.23,0,45.45,61.73,0,0,45.45,0,0,0,0,0,43.86,23.81,66.67,79.37,71.43,91.91,87.26,89.93,58.82,93.81,96.9,99.86,98.21,88.03,94.7,66.67,99.34,36.5,52.63,20,16.67,80.65,76.92,37.88,9.43,13.51,15.15,26.32,0,0,27.78,80.65,87.57,97.47,31.25,9.8,98.1,97.85,78.13,55.56,95.97,0,99.3,93.28,92.94,91.41,93.11,98.66,0,11.11,94.34,44.64,26.32,12.82,87.72,93.28,38.46,95.06,0,0,0,0,84.18,76.92,37.31,42.74,17.24,0,0,0,0,64.94,64.1,20.83,84.89,0,60.98,40.65,83.33,71.43,92.42,51.02,0,74.63,64.1,0,0,68.49,79.37,0,99.15,99.25,97.85,0,0,0,51.55,14.29,0,0,0,83.33,7.14,0,38.17,0,0,5.05,0,74.63,74.63,65.79,74.63,21.74,97.47,98.76,97.85,96.9,43.1,0,13.89,0,0,42.02,56.18,65.79,59.52,42.02,83.89,61.73,87.87,0,60.24,0,89.29,99.34,80.65,0,0,0,0,0,34.72,0,0,0,0,10.64,0,34.97,0,0,0,20.83,79.37,29.41,80.65,45.45,49.5,0,43.1,16.13,93.63,37.59,93.63,98.99,99.17,10.87,0,0,0,0,0,0,11.36,0,12.2,73.53,0,0,94.52,0,37.31,99.19,59.52,12.82,70.42,0,34.01,69.44,0,45.87,47.17,94.52,0,91.91,0,76.92,50.51,11.63,5.88,0,0,0,0,0,84.32,72.46,0,90.42,86.51,93.81,88.5,0,98.35,45.05,45.87,0,55.56,99.66,34.01,26.32,68.49,0,96.34,91.07,50.51,43.86,9.8,95.6,23.81,58.14,16.13,60.24,86.81,61.73,50.51,56.82,27.78,95.24,87.72,61.73,74.63,35.71,46.73,0,33.33,31.25,78.13,72.46,0,20.83,97.28,96.34,98.6,92.59,0,35.97,5.05,17.86,0,0,93.46,5.15,88.18,0,95.97
R547,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35.97,26.32,20.83,0,0,26.32,88.34,17.86,14.71,81.97,0,99.89,99.36,99.88,99.84,98.54,99.88,0,97.09,0,0,0,11.11,0,0,0,88.34,86.21,97.47,61.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.64,0,0,0,45.05,0,0,0,95.6,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.97,87.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1,68.49,0,0,0,0,0,0,0,99.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.82,0,0,0,0,97.85,12.5,0,0,0,0,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.89,99.83,96.15,0,0,0,0,45.45,98.58,97.85,0,0,0,0,0,0,0,0,23.81,0,0,0,0,0,0,0,0,0,0,0,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.06,19.23,40.65,0,0,0,0,0,0,0,0,0,56.18,0,0,0,0,0,0,0,0,83.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,40,70.42,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAF265 (CHIR-265),16.95652174,0,62.5,12.2,20.83,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,29.41,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.18,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.47,34.25,0,0,0,0,0,0,0,0,0,0,6.02,14.71,0,5.32,0,25,0,31.25,0,0,0,0,92.08,0,0,0,0,0,0,0,0,0,0,0,5.49,0,9.62,0,0,0,0,38.46,26.32,20,45.87,19.23,0,90.09,0,0,0,0,0,29.41,0,0,0,47.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,43.86,0,0,0,89.29,0,0,57.47,0,0,0,0,0,0,0,9.09,6.25,27.78,37.59,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0,7.46,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,67.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48,0,0,0,0,56.18,76.92,0,0,0,8.47,34.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,0,0,31.25,0,0,0,0,0,0,0,5.68,0,10.2,50.51,11.36,78.13,40.98,0,0,0,0,0,76.92,27.78,0,0,25,7.25,0,7.81,0,0,0,0,0,0,0,54.95,0,0,0,0,0,27.78,0,0,0,0,0,0,34.72,6.85,90.25,88.81,0
Ruxolitinib (INCB018424),19.13043478,80.65,11.9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,56.18,0,0,0,0,0,5.43,0,70.42,0,0,21.74,34.97,0,18.52,0,0,0,0,51.55,80.65,18.52,91.58,61.73,84.75,83.33,0,0,0,25,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,0,0,0,0,0,52.08,0,22.73,0,0,21.74,0,0,0,0,0,0,10.64,13.16,0,87.41,83.75,84.89,88.03,39.68,65.79,0,0,0,12.5,0,7.46,12.5,35.46,0,11.9,0,0,0,0,7.58,0,0,0,0,0,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,83.47,0,40.65,7.58,48.08,0,0,0,29.41,33.33,29.41,0,0,0,0,0,0,17.86,29.41,0,0,63.29,0,0,0,99.32,0,99.99,99.6,9.43,0,0,0,0,0,0,0,0,0,0,63.29,53.19,0,0,0,10.64,31.25,92.42,76.92,0,20,0,0,0,0,0,0,43.1,0,0,49.02,20.83,11.11,51.55,21.74,0,0,18.52,0,0,0,0,0,71.43,0,0,0,0,0,0,0,0,0,0,13.89,0,0,58.14,0,0,0,0,0,0,0,0,0,31.25,0,0,0,9.26,0,0,0,15.63,0,0,0,0,0,0,0,23.81,14.71,27.78,0,0,0,0,0,0,0,0,0,0,8.06,33.33,0,0,0,0,0,0,12.82,0,0,0,0,0,0,0,0,0,0,0,0,10.64,79.37,25,41.32,71.43,0,48.54,0,0,0,0,0,0,0,42.02,0,0,0,0,27.78,0,40.98,16.67,29.41,20,0,0,19.23,0,89.29,90.58,0,0,59.52,0,78.13,0,80.65,0,0,76.92,26.32,76.92,0,27.78,7.94,0,0,0,0,60.98,0,0,0,19.23,0,13.16,50.51,0,0,0,20.83,0,40.65,27.78,61.73,45.87,22.73,0,0,0,0,0,0,0,0,0,0,16.13,0,25,58.14,60.24,0,0,51.02,0,99.82,26.32,0,62.5,72.46,17.24,0,11.11,0,0,0,0,0,0,7.35,64.94,0,0
SB203580,11.73913043,0,0,0,0,0,14.29,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,41.32,11.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.35,0,0,0,0,0,0,86.96,22.73,93.11,83.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,9.09,0,0,55.56,0,0,0,0,0,22.73,0,0,0,0,0,0,29.41,0,0,0,0,0,0,13.89,0,0,9.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,0,96.34,0,0,0,0,0,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,79.37,93.46,0,0,0,15.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,4.95,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,7.46,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.24,0,97.66,87.72,0,25,0,0,0,0,0,0,0,0,0,0,0,0,37.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36,33.78,0,0,0,0,0,95.42,0,0,0,0,0,0,0,0,0,0,60.98,0,0,0,0,66.67,0,0,0,0,0,0,11.9,0,0,8.62,0,0,0,0,0,0,0,27.78,0,0,0,0,0,0,0,0,0,6.58,21.74,0,0,0,0,37.88,0,0,12.5,0,0,0,0,0,16.67,10,0,20,0,0,0,0,0,0,0,0,27.78,19.23,0,0,0,0,10.2,0
Selumetinib (AZD6244),17.39130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.47,48.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGX-523,24.7826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.06,21.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.64,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0
SNS-032 (BMS-387032),34.34782609,0,0,0,0,0,0,0,0,0,0,14.71,0,0,0,0,5.75,0,0,0,0,0,6.33,0,9.09,0,0,0,0,0,0,0,27.78,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,55.56,83.61,91.24,95.6,34.48,87.87,89.93,87.87,88.34,40.32,94.16,29.41,86.81,0,92.42,26.32,99.66,0,0,11.36,54.95,31.25,0,38.46,0,0,33.33,0,21.74,34.48,0,0,0,0,0,0,0,0,0,23.81,33.33,23.81,0,0,0,0,0,53.19,0,59.52,71.43,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10.87,43.48,80.65,0,0,0,0,0,0,0,0,0,4.81,0,0,0,0,21.74,0,0,0,0,94.7,93.11,0,22.73,25,20,0,0,0,76.92,0,0,0,0,0,0,0,14.71,0,0,0,0,0,0,0,0,7.81,0,0,0,0,0,0,0,0,0,0,0,0,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0,8.2,0,0,0,0,11.63,10.42,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,33.78,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,98.6,97.47,91.91,0,0,0,0,0,40.32,42.02,11.63,52.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,11.36,40,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,0,0,0,0,0,0,0,0,0,65.79,0,0,26.32,27.78,21.74,44.64,0,0,0,0,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorafenib,34.34782609,0,79.37,26.32,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.19,70.42,10,0,0,0,0,0,0,48.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,5.43,11.63,0,0,5.68,78.13,61.73,0,0,79.37,50.51,0,0,0,7.46,6.25,0,0,0,94.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7,98.7,0,0,0,0,0,0,0,0,0,0,13.89,20,20.83,14.29,12.5,57.47,8.62,17.24,14.29,20.83,0,21.74,67.57,0,0,0,0,0,0,0,0,91.58,0,0,0,0,15.15,15.63,10.64,0,6.02,94.16,97.47,84.03,49.5,5.62,0,0,0,0,0,0,0,5.56,13.16,22.73,53.19,99.34,9.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,6.33,0,94.7,0,0,15.63,23.81,4.95,0,76.92,0,0,14.29,0,0,0,0,0,0,0,0,0,9.43,23.81,0,0,0,0,0,0,0,0,0,0,0,72.46,0,0,12.2,0,0,0,68.49,79.37,4.95,0,0,0,0,0,0,0,0,0,0,0,79.37,0,8.47,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,43.86,0,57.47,68.49,7.04,6.17,0,0,0,0,0,0,0,23.81,0,88.97,93.11,0,69.44,0,14.71,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.49,97.47,0,0,0,0,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,33.33,0,0,0,4.85,0,0,0,0,17.24,0,11.63,0,0,42.02,13.89,48.08,15.63,0,0,0,0,6.76,88.03,19.23,0,0,5.95,17.86,0,64.1,7.35,19.23,45.45,0,0,12.5,0,0,0,0,0,0,0,89.45,0,0,0,0,0,0,0,0,83.47,98.76,0
